,showno,date,venue,setno,trackno,song
15367,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",1,6,Don't Ease Me In
15368,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",1,7,Playing in the Band
15369,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",1,8,Drums
15370,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",1,9,Not Fade Away
15371,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",1,10,Sugar Magnolia
15372,1177,13-01-1980,"Oakland-Alameda County Coliseum Arena, Oakland, CA",2,11,U.S. Blues
15373,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,1,Alabama Getaway
15374,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,2,The Promised Land
15375,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,3,Peggy-O
15376,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,4,Cassidy
15377,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,5,Loser
15378,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,6,El Paso
15379,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,7,Far From Me
15380,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,8,Tennessee Jed
15381,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,9,Minglewood Blues
15382,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,10,Althea
15383,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,11,Lost Sailor
15384,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",1,12,Saint of Circumstance
15385,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,13,Scarlet Begonias
15386,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,14,Fire on the Mountain
15387,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,15,Estimated Prophet
15388,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,16,Eyes of the World
15389,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,17,Space
15390,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,18,Drums
15391,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,19,Black Peter
15392,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",2,20,Sugar Magnolia
15393,1178,30-03-1980,"Capitol Theatre, Passaic, NJ",3,21,U.S. Blues
15394,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,1,Jack Straw
15395,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,2,They Love Each Other
15396,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,3,Mama Tried
15397,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,4,Mexicali Blues
15398,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,5,Althea
15399,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,6,Feel Like a Stranger
15400,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,7,Far From Me
15401,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,8,Brown-Eyed Women
15402,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,9,Lost Sailor
15403,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",1,10,Saint of Circumstance
15404,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,11,Don't Ease Me In
15405,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,12,Samson and Delilah
15406,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,13,Terrapin Station
15407,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,14,Playing in the Band
15408,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,15,Drums
15409,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,16,Space
15410,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,17,Wharf Rat
15411,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",2,18,Good Lovin'
15412,1179,31-03-1980,"Capitol Theatre, Passaic, NJ",3,19,Johnny B. Goode
15413,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,1,The Promised Land
15414,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,2,Candyman
15415,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,3,Me and My Uncle
15416,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,4,Big River
15417,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,5,Friend of the Devil
15418,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,6,It's All Over Now
15419,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,7,Don't Ease Me In
15420,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,8,Looks Like Rain
15421,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",1,9,Deal
15422,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,10,Feel Like a Stranger
15423,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,11,China Cat Sunflower
15424,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,12,I Know You Rider
15425,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,13,Estimated Prophet
15426,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,14,He's Gone
15427,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,15,The Other One
15428,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,16,Drums
15429,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,17,Space
15430,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,18,Stella Blue
15431,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",2,19,Around and Around
15432,1180,01-04-1980,"Capitol Theatre, Passaic, NJ",3,20,Shakedown Street
15433,1181,05-04-1980,"Saturday Night Live, New York, NY",1,1,Alabama Getaway
15434,1181,05-04-1980,"Saturday Night Live, New York, NY",1,2,Saint of Circumstance
15435,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,1,Alabama Getaway
15436,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,2,The Promised Land
15437,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,3,They Love Each Other
15438,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,4,El Paso
15439,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,5,Althea
15440,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,6,Looks Like Rain
15441,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,7,Tennessee Jed
15442,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,8,Far From Me
15443,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,9,Feel Like a Stranger
15444,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",1,10,Deal
15445,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,11,China Cat Sunflower
15446,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,12,I Know You Rider
15447,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,13,Samson and Delilah
15448,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,14,He's Gone
15449,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,15,The Other One
15450,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,16,Drums
15451,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,17,Space
15452,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,18,Black Peter
15453,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",2,19,Sugar Magnolia
15454,1182,28-04-1980,"Boutwell Auditorium, Birmingham, AL",3,20,Going Down the Road Feelin' Bad
15455,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,1,Jack Straw
15456,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,2,Friend of the Devil
15457,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,3,Mama Tried
15458,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,4,Mexicali Blues
15459,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,5,Peggy-O
15460,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,6,Passenger
15461,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,7,Brown-Eyed Women
15462,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,8,Far From Me
15463,1183,29-04-1980,"Fox Theater, Atlanta, GA",1,9,The Music Never Stopped
15464,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,10,Don't Ease Me In
15465,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,11,Minglewood Blues
15466,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,12,Ramble On Rose
15467,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,13,Lost Sailor
15468,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,14,Saint of Circumstance
15469,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,15,Terrapin Station
15470,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,16,Jam
15471,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,17,Drums
15472,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,18,Space
15473,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,19,I Need a Miracle
15474,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,20,Bertha
15475,1183,29-04-1980,"Fox Theater, Atlanta, GA",2,21,Good Lovin'
15476,1183,29-04-1980,"Fox Theater, Atlanta, GA",3,22,U.S. Blues
15477,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,1,Alabama Getaway
15478,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,2,The Promised Land
15479,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,3,Candyman
15480,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,4,Me and My Uncle
15481,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,5,Big River
15482,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,6,Althea
15483,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,7,Easy to Love You
15484,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,8,Minglewood Blues
15485,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,9,Sugaree
15486,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,10,Lost Sailor
15487,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,11,Saint of Circumstance
15488,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",1,12,Deal
15489,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,13,Feel Like a Stranger
15490,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,14,Don't Ease Me In
15491,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,15,Estimated Prophet
15492,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,16,Uncle John's Band
15493,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,17,Drums
15494,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,18,Space
15495,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,19,Wharf Rat
15496,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,20,Around and Around
15497,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",2,21,Johnny B. Goode
15498,1184,01-05-1980,"Greensboro Coliseum, Greensboro, NC",3,22,Brokedown Palace
15499,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,1,Minglewood Blues
15500,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,2,Loser
15501,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,3,Mama Tried
15502,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,4,Mexicali Blues
15503,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,5,Friend of the Devil
15504,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,6,Far From Me
15505,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,7,Looks Like Rain
15506,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,8,Althea
15507,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",1,9,The Music Never Stopped
15508,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,10,Alabama Getaway
15509,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,11,Feel Like a Stranger
15510,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,12,Eyes of the World
15511,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,13,Drums
15512,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,14,Space
15513,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,15,Not Fade Away
15514,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,16,Stella Blue
15515,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,17,I Need a Miracle
15516,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,18,Bertha
15517,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",2,19,Good Lovin'
15518,1185,02-05-1980,"Hampton Coliseum, Hampton, VA",3,20,Johnny B. Goode
15519,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,1,Mississippi Half-Step Uptown Toodeloo
15520,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,2,Franklin's Tower
15521,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,3,Feel Like a Stranger
15522,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,4,Althea
15523,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,5,El Paso
15524,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,6,Easy to Love You
15525,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,7,Brown-Eyed Women
15526,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,8,It's All Over Now
15527,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,9,Don't Ease Me In
15528,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",1,10,The Promised Land
15529,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,11,Scarlet Begonias
15530,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,12,Fire on the Mountain
15531,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,13,Samson and Delilah
15532,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,14,Ship of Fools
15533,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,15,Playing in the Band
15534,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,16,Drums
15535,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,17,Space
15536,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,18,Black Peter
15537,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",2,19,Sugar Magnolia
15538,1186,04-05-1980,"Baltimore Civic Center, Baltimore, MD",3,20,U.S. Blues
15539,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,1,Alabama Getaway
15540,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,2,Greatest Story Ever Told
15541,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,3,Peggy-O
15542,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,4,Me and My Uncle
15543,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,5,Big River
15544,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,6,Loser
15545,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,7,Far From Me
15546,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,8,Lazy Lightning
15547,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,9,Supplication
15548,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,10,Althea
15549,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,11,Lost Sailor
15550,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",1,12,Saint of Circumstance
15551,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,13,China Cat Sunflower
15552,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,14,I Know You Rider
15553,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,15,Feel Like a Stranger
15554,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,16,He's Gone
15555,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,17,The Other One
15556,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,18,Drums
15557,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,19,Space
15558,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,20,Wharf Rat
15559,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,21,Around and Around
15560,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",2,22,Johnny B. Goode
15561,1187,06-05-1980,"Penn State Recreation Hall, University Park, PA",3,23,Brokedown Palace
15562,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,1,Jack Straw
15563,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,2,Tennessee Jed
15564,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,3,Cassidy
15565,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,4,Row Jimmy
15566,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,5,El Paso
15567,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,6,Easy to Love You
15568,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,7,Althea
15569,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,8,Feel Like a Stranger
15570,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",1,9,Don't Ease Me In
15571,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,10,Shakedown Street
15572,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,11,Bertha
15573,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,12,Playing in the Band
15574,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,13,Terrapin Station
15575,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,14,Drums
15576,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,15,Space
15577,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,16,Saint of Circumstance
15578,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,17,Black Peter
15579,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,18,Playing in the Band
15580,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",2,19,Good Lovin'
15581,1188,07-05-1980,"Barton Hall, Cornell University, Ithaca, NY",3,20,Alabama Getaway
15582,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,1,Alabama Getaway
15583,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,2,The Promised Land
15584,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,3,Friend of the Devil
15585,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,4,Mama Tried
15586,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,5,Mexicali Blues
15587,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,6,High Time
15588,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,7,Lazy Lightning
15589,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,8,Supplication
15590,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,9,Ramble On Rose
15591,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,10,Lost Sailor
15592,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",1,11,Saint of Circumstance
15593,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,12,Uncle John's Band
15594,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,13,Estimated Prophet
15595,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,14,Eyes of the World
15596,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,15,Drums
15597,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,16,Space
15598,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,17,Truckin'
15599,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,18,Stella Blue
15600,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,19,Around and Around
15601,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",2,20,Johnny B. Goode
15602,1189,08-05-1980,"Glens Falls Civic Center, Glens Falls, NY",3,21,U.S. Blues
15603,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,1,Minglewood Blues
15604,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,2,Peggy-O
15605,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,3,Mexicali Blues
15606,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,4,El Paso
15607,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,5,Althea
15608,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,6,Passenger
15609,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,7,Far From Me
15610,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,8,Lost Sailor
15611,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,9,Saint of Circumstance
15612,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",1,10,Deal
15613,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,11,China Cat Sunflower
15614,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,12,I Know You Rider
15615,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,13,Feel Like a Stranger
15616,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,14,Comes a Time
15617,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,15,Estimated Prophet
15618,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,16,He's Gone
15619,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,17,Uncle John's Band
15620,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,18,Drums
15621,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,19,Not Fade Away
15622,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",2,20,Sugar Magnolia
15623,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",3,21,Alabama Getaway
15624,1190,10-05-1980,"Hartford Civic Center, Hartford, CT",3,22,One More Saturday Night
15625,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,1,Alabama Getaway
15626,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,2,The Promised Land
15627,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,3,They Love Each Other
15628,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,4,Cassidy
15629,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,5,Loser
15630,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,6,It's All Over Now
15631,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,7,Easy to Love You
15632,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,8,Big Railroad Blues
15633,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,9,Looks Like Rain
15634,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,10,Don't Ease Me In
15635,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",1,11,The Music Never Stopped
15636,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,12,Scarlet Begonias
15637,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,13,Fire on the Mountain
15638,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,14,Feel Like a Stranger
15639,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,15,Terrapin Station
15640,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,16,Playing in the Band
15641,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,17,Drums
15642,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,18,Space
15643,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,19,Black Peter
15644,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,20,Going Down the Road Feelin' Bad
15645,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,21,Around and Around
15646,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",2,22,Johnny B. Goode
15647,1191,11-05-1980,"Cumberland County Civic Center, Portland, ME",3,23,Brokedown Palace
15648,1192,12-05-1980,"Boston Garden, Boston, MA",1,1,Jack Straw
15649,1192,12-05-1980,"Boston Garden, Boston, MA",1,2,Alabama Getaway
15650,1192,12-05-1980,"Boston Garden, Boston, MA",1,3,El Paso
15651,1192,12-05-1980,"Boston Garden, Boston, MA",1,4,Althea
15652,1192,12-05-1980,"Boston Garden, Boston, MA",1,5,Lazy Lightning
15653,1192,12-05-1980,"Boston Garden, Boston, MA",1,6,Supplication
15654,1192,12-05-1980,"Boston Garden, Boston, MA",1,7,Far From Me
15655,1192,12-05-1980,"Boston Garden, Boston, MA",1,8,Minglewood Blues
15656,1192,12-05-1980,"Boston Garden, Boston, MA",1,9,China Cat Sunflower
15657,1192,12-05-1980,"Boston Garden, Boston, MA",1,10,I Know You Rider
15658,1192,12-05-1980,"Boston Garden, Boston, MA",2,11,Feel Like a Stranger
15659,1192,12-05-1980,"Boston Garden, Boston, MA",2,12,Ship of Fools
15660,1192,12-05-1980,"Boston Garden, Boston, MA",2,13,Estimated Prophet
15661,1192,12-05-1980,"Boston Garden, Boston, MA",2,14,He's Gone
15662,1192,12-05-1980,"Boston Garden, Boston, MA",2,15,Drums
15663,1192,12-05-1980,"Boston Garden, Boston, MA",2,16,Saint of Circumstance
15664,1192,12-05-1980,"Boston Garden, Boston, MA",2,17,Wharf Rat
15665,1192,12-05-1980,"Boston Garden, Boston, MA",2,18,Sugar Magnolia
15666,1192,12-05-1980,"Boston Garden, Boston, MA",3,19,U.S. Blues
15667,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,1,Alabama Getaway
15668,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,2,The Promised Land
15669,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,3,Candyman
15670,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,4,Mexicali Blues
15671,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,5,El Paso
15672,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,6,Tennessee Jed
15673,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,7,Let It Grow
15674,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,8,Althea
15675,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,9,Easy to Love You
15676,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",1,10,The Music Never Stopped
15677,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",2,11,Feel Like a Stranger
15678,1193,14-05-1980,"Nassau Veterans Memorial Coliseum, Uniondale, NY",2,12,Sugaree
