,showno,date,venue,setno,trackno,song
0,1,05-05-1965,"Magoo's Pizza, Menlo Park, CA",1,1,Cold Rain and Snow
1,1,05-05-1965,"Magoo's Pizza, Menlo Park, CA",1,2,Stealin'
2,1,05-05-1965,"Magoo's Pizza, Menlo Park, CA",1,3,Little Red Rooster
3,1,05-05-1965,"Magoo's Pizza, Menlo Park, CA",1,4,Off the Hook
4,1,05-05-1965,"Magoo's Pizza, Menlo Park, CA",1,5,Good Lovin'
5,10,03-11-1965,"Mother's, San Francisco, CA",1,1,Can't Come Down
6,10,03-11-1965,"Mother's, San Francisco, CA",1,2,Mindbender
7,10,03-11-1965,"Mother's, San Francisco, CA",1,3,The Only Time Is Now
8,10,03-11-1965,"Mother's, San Francisco, CA",1,4,Caution (Do Not Stop on Tracks)
9,10,03-11-1965,"Mother's, San Francisco, CA",1,5,I Know You Rider
10,10,03-11-1965,"Mother's, San Francisco, CA",1,6,Early Morning Rain
11,12,10-12-1965,"Fillmore Auditorium, San Francisco, CA",1,1,Little Red Rooster
12,12,10-12-1965,"Fillmore Auditorium, San Francisco, CA",1,2,I Know You Rider
13,12,10-12-1965,"Fillmore Auditorium, San Francisco, CA",1,3,In the Midnight Hour
14,12,10-12-1965,"Fillmore Auditorium, San Francisco, CA",1,4,Early Morning Rain
15,13,11-12-1965,"Muir Beach Lodge, San Rafael, CA",1,1,
16,13,11-12-1965,"Muir Beach Lodge, San Rafael, CA",1,2,I'm a Hog for You
17,13,11-12-1965,"Muir Beach Lodge, San Rafael, CA",1,3,Early Morning Rain
18,14,18-12-1965,"Big Beat Club, Palo Alto, CA",1,1,The Golden Road (To Unlimited Devotion)
19,14,18-12-1965,"Big Beat Club, Palo Alto, CA",1,2,New Potato Caboose
20,14,18-12-1965,"Big Beat Club, Palo Alto, CA",1,3,Alligator
21,14,18-12-1965,"Big Beat Club, Palo Alto, CA",1,4,He Was a Friend of Mine
22,14,18-12-1965,"Big Beat Club, Palo Alto, CA",1,5,Good Lovin'
23,16,06-01-1966,"The Matrix, San Francisco, CA",1,1,It's a Sin
24,16,06-01-1966,"The Matrix, San Francisco, CA",1,2,Sick and Tired
25,16,06-01-1966,"The Matrix, San Francisco, CA",1,3,Mindbender
26,16,06-01-1966,"The Matrix, San Francisco, CA",1,4,On the Road Again
27,16,06-01-1966,"The Matrix, San Francisco, CA",1,5,She Belongs to Me
28,16,06-01-1966,"The Matrix, San Francisco, CA",1,6,I'll Go Crazy
29,16,06-01-1966,"The Matrix, San Francisco, CA",1,7,Can't Come Down
30,16,06-01-1966,"The Matrix, San Francisco, CA",1,8,Death Don't Have No Mercy
31,16,06-01-1966,"The Matrix, San Francisco, CA",1,9,Parchman Farm
32,16,06-01-1966,"The Matrix, San Francisco, CA",1,10,In the Midnight Hour
33,16,06-01-1966,"The Matrix, San Francisco, CA",1,11,The Only Time Is Now
34,16,06-01-1966,"The Matrix, San Francisco, CA",1,12,Early Morning Rain
35,16,06-01-1966,"The Matrix, San Francisco, CA",1,13,"It's All Over Now, Baby Blue"
36,17,07-01-1966,"The Matrix, San Francisco, CA",1,1,It's a Sin
37,17,07-01-1966,"The Matrix, San Francisco, CA",1,2,Sick and Tired
38,17,07-01-1966,"The Matrix, San Francisco, CA",1,3,Mindbender
39,17,07-01-1966,"The Matrix, San Francisco, CA",1,4,On the Road Again
40,17,07-01-1966,"The Matrix, San Francisco, CA",1,5,She Belongs to Me
41,17,07-01-1966,"The Matrix, San Francisco, CA",1,6,I'll Go Crazy
42,17,07-01-1966,"The Matrix, San Francisco, CA",1,7,Can't Come Down
43,17,07-01-1966,"The Matrix, San Francisco, CA",1,8,Death Don't Have No Mercy
44,17,07-01-1966,"The Matrix, San Francisco, CA",1,9,Parchman Farm
45,17,07-01-1966,"The Matrix, San Francisco, CA",1,10,In the Midnight Hour
46,17,07-01-1966,"The Matrix, San Francisco, CA",1,11,The Only Time Is Now
47,17,07-01-1966,"The Matrix, San Francisco, CA",1,12,Early Morning Rain
48,17,07-01-1966,"The Matrix, San Francisco, CA",1,13,"It's All Over Now, Baby Blue"
49,18,08-01-1966,"Fillmore Auditorium, San Francisco, CA",1,1,I'm a King Bee
50,18,08-01-1966,"Fillmore Auditorium, San Francisco, CA",1,2,I'm a Hog for You
51,18,08-01-1966,"Fillmore Auditorium, San Francisco, CA",1,3,Caution (Do Not Stop on Tracks)
52,18,08-01-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Death Don't Have No Mercy
53,18,08-01-1966,"Fillmore Auditorium, San Francisco, CA",1,5,The Star-Spangled Banner
54,19,13-01-1966,"The Matrix, San Francisco, CA",1,1,"Oh, Boy!"
55,19,13-01-1966,"The Matrix, San Francisco, CA",1,2,I'm a Hog for You
56,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,1,On the Road Again
57,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,2,Next Time You See Me
58,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,3,I Know You Rider
59,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,4,Hey Little One
60,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,5,Cold Rain and Snow
61,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,6,I'm a King Bee
62,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,7,Caution (Do Not Stop on Tracks)
63,29,25-02-1966,"Ivar Theater, Los Angeles, CA",1,8,Stealin'
64,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,1,Cream Puff War
65,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,2,Teddy Bear Picnic
66,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,3,Sitting on Top of the World
67,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,4,Minglewood Blues
68,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,5,Cold Rain and Snow
69,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,6,Tastebud
70,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,7,Silver Threads and Golden Needles
71,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,8,"It's All Over Now, Baby Blue"
72,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,9,Good Lovin'
73,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,10,You Don't Have to Ask
74,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,11,On the Road Again
75,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,12,Next Time You See Me
76,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,13,I Know You Rider
77,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,14,Hey Little One
78,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,15,I'm a King Bee
79,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,16,Caution (Do Not Stop on Tracks)
80,30,03-03-1966,"A.I.A.A. Hall, Los Angeles, CA",1,17,Stealin'
81,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,1,Viola Lee Blues
82,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,2,See That My Grave Is Kept Clean
83,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,3,I Know You Rider
84,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,4,You See a Broken Heart
85,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,5,It's a Sin
86,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,6,Beat It On Down the Line
87,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,7,Heads Up
88,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,8,Next Time You See Me
89,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,9,
90,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,10,Death Don't Have No Mercy
91,31,12-03-1966,"Danish Hall, Los Angeles, CA",1,11,In the Midnight Hour
92,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,1,Viola Lee Blues
93,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,2,See That My Grave Is Kept Clean
94,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,3,I Know You Rider
95,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,4,You See a Broken Heart
96,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,5,It's a Sin
97,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,6,Beat It On Down the Line
98,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,7,Heads Up
99,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,8,Next Time You See Me
100,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,9,Jam
101,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,10,Space
102,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,11,Death Don't Have No Mercy
103,32,18-03-1966,"Carthay Studios, Los Angeles, CA",1,12,In the Midnight Hour
104,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,1,Stealin'
105,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,2,
106,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,3,Hey Little One
107,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,4,I'm a Hog for You
108,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,5,You Don't Have to Ask
109,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,6,Cold Rain and Snow
110,33,25-03-1966,"Trouper's Hall, Los Angeles, CA",1,7,Next Time You See Me
111,34,22-04-1966,"Longshoremen's Hall, San Francisco, CA",1,1,New Orleans
112,34,22-04-1966,"Longshoremen's Hall, San Francisco, CA",1,2,Twist and Shout
113,36,24-04-1966,"Longshoremen's Hall, San Francisco, CA",1,1,It's a Sin
114,36,24-04-1966,"Longshoremen's Hall, San Francisco, CA",1,2,Viola Lee Blues
115,36,24-04-1966,"Longshoremen's Hall, San Francisco, CA",1,3,In the Midnight Hour
116,36,24-04-1966,"Longshoremen's Hall, San Francisco, CA",1,4,Beat It On Down the Line
117,36,24-04-1966,"Longshoremen's Hall, San Francisco, CA",1,5,
118,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,1,Beat It On Down the Line
119,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,2,Standing on the Corner
120,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,3,Mindbender
121,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,4,It Hurts Me Too
122,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,5,Viola Lee Blues
123,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,6,I Know You Rider
124,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,7,It's a Sin
125,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,8,Sick and Tired
126,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",1,9,Cream Puff War
127,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,10,Sitting on Top of the World
128,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,11,Minglewood Blues
129,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,12,Cold Rain and Snow
130,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,13,Tastebud
131,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,14,Silver Threads and Golden Needles
132,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,15,"It's All Over Now, Baby Blue"
133,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",2,16,Good Lovin'
134,39,19-05-1966,"Avalon Ballroom, San Francisco, CA",3,17,You Don't Have to Ask
135,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,1,Viola Lee Blues
136,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,2,Big Boss Man
137,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,3,Sitting on Top of the World
138,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Dancing in the Street
139,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,5,I Know You Rider
140,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,6,He Was a Friend of Mine
141,51,03-07-1966,"Fillmore Auditorium, San Francisco, CA",1,7,Next Time You See Me
142,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,1,I Know You Rider
143,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,2,Big Boss Man
144,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,3,Standing on the Corner
145,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Beat It On Down the Line
146,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,5,In the Pines
147,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,6,Cardboard Cowboy
148,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,7,Nobody's Fault but Mine
149,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,8,Next Time You See Me
150,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,9,He Was a Friend of Mine
151,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",1,10,Cream Puff War
152,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,11,Viola Lee Blues
153,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,12,Don't Ease Me In
154,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,13,Pain in My Heart
155,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,14,Minglewood Blues
156,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,15,Sitting on Top of the World
157,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,16,You Don't Have to Ask
158,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,17,Cold Rain and Snow
159,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,18,"Good Morning, School Girl"
160,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,19,"It's All Over Now, Baby Blue"
161,55,16-07-1966,"Fillmore Auditorium, San Francisco, CA",2,20,Dancing in the Street
162,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,1,Big Boss Man
163,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,2,Cold Rain and Snow
164,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,3,"It's All Over Now, Baby Blue"
165,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Cream Puff War
166,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,5,I'm a King Bee
167,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,6,Stealin'
168,56,17-07-1966,"Fillmore Auditorium, San Francisco, CA",1,7,Dancing in the Street
169,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,1,Standing on the Corner
170,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,2,I Know You Rider
171,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,3,Next Time You See Me
172,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,4,Sitting on Top of the World
173,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,5,You Don't Have to Ask
174,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,6,Big Boss Man
175,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,7,Stealin'
176,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,8,Cardboard Cowboy
177,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,9,"It's All Over Now, Baby Blue"
178,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,10,Cream Puff War
179,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,11,Viola Lee Blues
180,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,12,Beat It On Down the Line
181,57,29-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,13,"Good Morning, School Girl"
182,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,1,Standing on the Corner
183,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,2,I Know You Rider
184,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,3,Next Time You See Me
185,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,4,Sitting on Top of the World
186,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,5,You Don't Have to Ask
187,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,6,Big Boss Man
188,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,7,Stealin'
189,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,8,Cardboard Cowboy
190,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,9,"It's All Over Now, Baby Blue"
191,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,10,Cream Puff War
192,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,11,Viola Lee Blues
193,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,12,Cold Rain and Snow
194,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,13,One Kind Favor
195,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,14,Hey Little One
196,58,30-07-1966,"PNE Garden Auditorium, Vancouver, BC",1,15,Minglewood Blues
197,61,07-08-1966,"Fillmore Auditorium, San Francisco, CA",1,1,In the Midnight Hour
198,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,1,I Know You Rider
199,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,2,It Hurts Me Too
200,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,3,"It's All Over Now, Baby Blue"
201,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,4,"Good Morning, School Girl"
202,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,5,Overseas Stomp (The Lindy)
203,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,6,Dancing in the Street
204,72,16-09-1966,"Avalon Ballroom, San Francisco, CA",1,7,In the Midnight Hour
205,79,07-10-1966,"Fillmore Auditorium, San Francisco, CA",1,1,Stealin'
206,79,07-10-1966,"Fillmore Auditorium, San Francisco, CA",1,2,Don't Ease Me In
207,79,07-10-1966,"Fillmore Auditorium, San Francisco, CA",1,3,Cold Rain and Snow
208,79,07-10-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Cream Puff War
209,79,07-10-1966,"Fillmore Auditorium, San Francisco, CA",1,5,Walkin' Blues
210,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,1,Cold Rain and Snow
211,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,2,Hi-Heel Sneakers
212,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,3,Pain in My Heart
213,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,4,Beat It On Down the Line
214,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,5,Cream Puff War
215,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,6,The Same Thing
216,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,7,He Was a Friend of Mine
217,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,8,Dancing in the Street
218,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,9,Smokestack Lightning
219,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",1,10,I'm a King Bee
220,96,19-11-1966,"Fillmore Auditorium, San Francisco, CA",2,11,In the Midnight Hour
221,100,29-11-1966,"The Matrix, San Francisco, CA",1,1,Me and My Uncle
222,100,29-11-1966,"The Matrix, San Francisco, CA",1,2,The Same Thing
223,100,29-11-1966,"The Matrix, San Francisco, CA",1,3,Stealin'
224,100,29-11-1966,"The Matrix, San Francisco, CA",1,4,Big Boy Pete
225,100,29-11-1966,"The Matrix, San Francisco, CA",1,5,See That My Grave Is Kept Clean
226,100,29-11-1966,"The Matrix, San Francisco, CA",1,6,Early Morning Rain
227,100,29-11-1966,"The Matrix, San Francisco, CA",1,7,Cold Rain and Snow
228,100,29-11-1966,"The Matrix, San Francisco, CA",1,8,Viola Lee Blues
229,100,29-11-1966,"The Matrix, San Francisco, CA",1,9,Down So Long
230,100,29-11-1966,"The Matrix, San Francisco, CA",1,10,There Is Something on Your Mind
231,100,29-11-1966,"The Matrix, San Francisco, CA",1,11,Overseas Stomp (The Lindy)
232,100,29-11-1966,"The Matrix, San Francisco, CA",1,12,"Good Morning, School Girl"
233,100,29-11-1966,"The Matrix, San Francisco, CA",1,13,I Just Want to Make Love to You
234,102,01-12-1966,"The Matrix, San Francisco, CA",1,1,Minglewood Blues
235,102,01-12-1966,"The Matrix, San Francisco, CA",1,2,Betty & Dupree
236,102,01-12-1966,"The Matrix, San Francisco, CA",1,3,Next Time You See Me
237,102,01-12-1966,"The Matrix, San Francisco, CA",1,4,I Know You Rider
238,102,01-12-1966,"The Matrix, San Francisco, CA",1,5,Big Boss Man
239,102,01-12-1966,"The Matrix, San Francisco, CA",1,6,See That My Grave Is Kept Clean
240,102,01-12-1966,"The Matrix, San Francisco, CA",1,7,Alice D. Millionaire
241,102,01-12-1966,"The Matrix, San Francisco, CA",1,8,Me and My Uncle
242,102,01-12-1966,"The Matrix, San Francisco, CA",1,9,Cream Puff War
243,102,01-12-1966,"The Matrix, San Francisco, CA",2,10,You Won't Find Me
244,102,01-12-1966,"The Matrix, San Francisco, CA",2,11,Beat It On Down the Line
245,102,01-12-1966,"The Matrix, San Francisco, CA",2,12,It Hurts Me Too
246,102,01-12-1966,"The Matrix, San Francisco, CA",2,13,On the Road Again
247,102,01-12-1966,"The Matrix, San Francisco, CA",2,14,Look on Yonder Wall
248,102,01-12-1966,"The Matrix, San Francisco, CA",2,15,It's My Own Fault
249,102,01-12-1966,"The Matrix, San Francisco, CA",2,16,Down So Long
250,102,01-12-1966,"The Matrix, San Francisco, CA",2,17,Cold Rain and Snow
251,102,01-12-1966,"The Matrix, San Francisco, CA",2,18,Viola Lee Blues
252,102,01-12-1966,"The Matrix, San Francisco, CA",3,19,Deep Elem Blues
253,102,01-12-1966,"The Matrix, San Francisco, CA",3,20,There Is Something on Your Mind
254,102,01-12-1966,"The Matrix, San Francisco, CA",3,21,Big Boy Pete
255,102,01-12-1966,"The Matrix, San Francisco, CA",3,22,Death Don't Have No Mercy
256,102,01-12-1966,"The Matrix, San Francisco, CA",3,23,Overseas Stomp (The Lindy)
257,102,01-12-1966,"The Matrix, San Francisco, CA",3,24,Dancing in the Street
258,102,01-12-1966,"The Matrix, San Francisco, CA",4,25,Me and My Uncle
259,119,14-01-1967,"Fillmore Auditorium, San Francisco, CA",1,1,Morning Dew
260,119,14-01-1967,"Fillmore Auditorium, San Francisco, CA",1,2,Viola Lee Blues
261,119,14-01-1967,"Fillmore Auditorium, San Francisco, CA",1,3,"Good Morning, School Girl"
262,120,14-01-1967,"Golden Gate Park, San Francisco, CA",1,1,Morning Dew
263,120,14-01-1967,"Golden Gate Park, San Francisco, CA",1,2,Viola Lee Blues
264,120,14-01-1967,"Golden Gate Park, San Francisco, CA",1,3,"Good Morning, School Girl"
265,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,1,Morning Dew
266,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,2,Cold Rain and Snow
267,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,3,Viola Lee Blues
268,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,4,Alligator
269,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,5,Caution (Do Not Stop on Tracks)
270,123,27-01-1967,"Avalon Ballroom, San Francisco, CA",1,6,New Potato Caboose
271,127,12-02-1967,"Fillmore Auditorium, San Francisco, CA",1,1,Smokestack Lightning
272,127,12-02-1967,"Fillmore Auditorium, San Francisco, CA",1,2,I'm a King Bee
273,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,1,Me and My Uncle
274,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,2,Next Time You See Me
275,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,3,He Was a Friend of Mine
276,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,4,Smokestack Lightning
277,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,5,Morning Dew
278,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,6,It Hurts Me Too
279,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,7,Beat It On Down the Line
280,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,8,Dancing in the Street
281,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,9,The Golden Road (To Unlimited Devotion)
282,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,10,Cream Puff War
283,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,11,The Same Thing
284,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,12,Cold Rain and Snow
285,138,18-03-1967,"Winterland Arena, San Francisco, CA",1,13,Viola Lee Blues
286,138,18-03-1967,"Winterland Arena, San Francisco, CA",2,14,Death Don't Have No Mercy
287,152,12-04-1967,"Fillmore Auditorium, San Francisco, CA",1,1,The Golden Road (To Unlimited Devotion)
288,157,28-04-1967,"Stockton Civic Auditorium, Stockton, CA",1,1,Viola Lee Blues
289,157,28-04-1967,"Stockton Civic Auditorium, Stockton, CA",1,2,Cold Rain and Snow
290,157,28-04-1967,"Stockton Civic Auditorium, Stockton, CA",1,3,"Good Morning, School Girl"
291,157,28-04-1967,"Stockton Civic Auditorium, Stockton, CA",1,4,Beat It On Down the Line
292,157,28-04-1967,"Stockton Civic Auditorium, Stockton, CA",1,5,Sitting on Top of the World
293,161,05-05-1967,"Fillmore Auditorium, San Francisco, CA",1,1,He Was a Friend of Mine
294,161,05-05-1967,"Fillmore Auditorium, San Francisco, CA",1,2,The Golden Road (To Unlimited Devotion)
295,161,05-05-1967,"Fillmore Auditorium, San Francisco, CA",1,3,New Potato Caboose
296,161,05-05-1967,"Fillmore Auditorium, San Francisco, CA",1,4,Alligator
297,164,18-05-1967,"Awalt High School, Mountain View, CA",1,1,Louie Louie
298,168,01-06-1967,"Tompkins Square Park, New York, NY",1,1,The Golden Road (To Unlimited Devotion)
299,168,01-06-1967,"Tompkins Square Park, New York, NY",1,2,Dancing in the Street
300,168,01-06-1967,"Tompkins Square Park, New York, NY",1,3,In the Midnight Hour
301,168,01-06-1967,"Tompkins Square Park, New York, NY",1,4,Beat It On Down the Line
302,168,01-06-1967,"Tompkins Square Park, New York, NY",1,5,"Good Morning, School Girl"
303,168,01-06-1967,"Tompkins Square Park, New York, NY",1,6,Cold Rain and Snow
304,168,01-06-1967,"Tompkins Square Park, New York, NY",1,7,Morning Dew
305,168,01-06-1967,"Tompkins Square Park, New York, NY",1,8,Viola Lee Blues
306,168,01-06-1967,"Tompkins Square Park, New York, NY",1,9,
307,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,1,I'm a King Bee
308,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,2,It Hurts Me Too
309,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,3,The Same Thing
310,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,4,Big Boss Man
311,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,5,Alligator
312,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,6,In the Midnight Hour
313,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,7,Beat It On Down the Line
314,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,8,Me and My Uncle
315,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,9,Minglewood Blues
316,171,05-06-1967,"Cafe au Go-Go, New York, NY",1,10,Don't Ease Me In
